article_id;Loaded Language;Name Calling / Labeling;Repetition;Exaggeration / Minimization;Doubt;Appeal to fear-prejudice;Flag-Waving;Causal Oversimplification;Slogans;Appeal to Authority;Black-and-White Fallacy;Thought-terminating Cliches;Bandwagon,Reductio ad Hitlerum;Whataboutism,Straw_Men,Red_Herring;Verdict_percent
730149656;1;1;0;1;1;1;1;1;0;1;1;0;1;0;95
730222442;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3
730237078;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3
730246508;1;0;0;0;0;0;1;0;0;1;0;0;0;0;15
730268758;1;1;1;1;1;1;0;0;0;1;1;0;1;0;75
730269378;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
730389374;1;1;0;1;1;1;0;0;0;0;1;0;0;1;70
730559808;1;1;1;1;0;1;1;0;0;1;1;0;1;1;65
730573740;1;1;0;1;0;1;0;1;0;1;1;1;0;0;70
730652769;1;1;0;0;0;0;0;0;0;0;0;0;0;0;35
730865684;0;0;0;0;0;0;0;0;0;1;0;0;0;0;20
731063195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
731178960;0;0;0;1;0;0;0;0;0;1;0;0;0;0;5
731511020;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
731513824;1;0;0;0;0;0;0;0;0;1;0;1;0;0;10
731762731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
731927633;1;1;0;1;0;1;1;0;1;0;1;0;1;0;70
732154721;1;0;0;1;0;1;1;1;1;0;1;0;1;1;85
732610971;1;1;0;1;0;1;1;0;1;0;1;0;1;0;95
732708002;0;0;0;1;1;0;0;0;0;1;0;0;0;0;15
733754480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
734265267;0;0;0;0;0;0;0;0;0;1;0;0;0;0;15
735090638;1;1;0;1;1;1;1;1;1;1;1;1;0;1;95
735265649;1;1;1;1;0;1;0;0;0;1;1;0;0;1;90
735815173;1;1;1;1;1;0;0;0;0;0;1;1;1;1;85
735815503;0;1;0;1;0;1;0;0;0;0;1;0;0;0;85
735855251;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5
736231219;1;1;1;1;1;1;0;1;1;1;1;1;1;1;95
736757214;1;1;0;1;1;1;1;1;0;1;1;0;0;1;95
737194975;1;1;1;1;1;1;1;1;1;1;1;1;1;1;95
737255982;1;1;1;1;1;0;0;0;0;0;0;0;1;0;95
737457870;1;1;0;0;1;0;0;0;0;0;0;0;0;1;80
738028498;1;1;1;1;1;1;0;1;0;1;0;0;0;1;85
738060046;1;1;1;1;0;1;0;1;0;1;1;0;0;0;95
738207834;1;1;1;1;1;1;0;1;0;1;1;0;0;0;85
738361208;1;1;0;1;0;1;0;0;0;1;0;0;0;0;70
738442776;1;0;0;0;1;0;1;0;0;1;0;0;0;0;20
738447109;1;1;1;1;1;1;1;0;1;1;0;1;1;1;85
738542398;1;0;0;0;0;0;0;0;0;1;0;0;0;0;20
738781754;1;1;0;1;1;0;0;0;0;0;1;0;0;0;70
739091070;1;1;0;1;1;1;0;1;0;0;1;0;0;0;85
739140767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
740235127;1;0;1;0;1;1;1;0;0;0;1;0;0;0;70
740356006;1;1;0;1;1;0;0;0;0;0;1;0;1;1;85
740808926;1;1;0;1;1;1;1;1;1;1;1;0;0;0;90
741655444;1;1;0;1;1;1;0;1;0;1;1;0;0;0;95
741802985;1;1;1;1;1;1;1;1;0;0;1;1;1;1;95
741896049;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10
741923579;1;1;0;1;1;1;0;1;0;0;1;1;1;1;95
752287274;1;1;1;1;1;1;0;1;0;1;1;0;0;1;90
754111899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
754131438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
754179642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
754231597;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5
754348478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
754402671;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5
754508491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
755170235;1;1;1;1;1;1;1;1;0;1;1;0;0;0;85
755393220;1;1;1;1;1;1;1;1;1;1;1;1;0;1;95
755459860;1;1;1;1;1;1;1;1;0;1;1;1;0;1;95
755814432;0;1;1;1;1;1;0;0;0;1;1;0;0;0;90
756114837;0;0;0;0;0;1;0;0;0;1;0;0;0;0;10
757171650;1;0;0;0;0;1;0;0;0;1;0;0;0;0;15
757243988;1;1;1;1;1;1;1;1;0;1;1;1;1;1;90
757611486;1;1;1;1;1;1;1;1;1;1;1;0;1;1;95
757713354;1;1;1;1;1;1;0;1;0;1;1;0;1;1;85
757843275;0;0;0;0;0;0;0;0;0;1;0;0;0;0;15
757964238;1;1;1;1;1;0;1;1;0;0;1;1;1;1;85
758385628;0;0;0;0;0;1;0;0;0;1;0;0;0;0;5
758386255;1;1;1;1;1;1;0;1;0;0;1;0;1;1;85
758469195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
758472954;1;0;0;0;0;1;0;0;0;1;0;0;0;0;15
758477392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
758512204;1;1;1;1;1;1;1;1;1;1;1;1;1;1;95
758669180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
758756657;1;1;1;1;1;1;1;1;1;1;1;1;1;1;95
758812201;1;0;0;1;0;0;0;0;0;1;0;0;0;0;10
758882558;0;0;0;1;0;0;0;0;0;1;0;0;0;1;30
759337941;1;1;1;1;1;1;0;1;1;0;1;1;1;0;95
759468687;1;1;1;1;1;1;0;1;0;1;1;0;1;1;95
759478604;1;1;0;1;1;1;0;1;0;1;1;0;0;0;85
761334950;1;1;0;1;1;1;0;1;0;0;1;0;1;1;70
761546223;1;1;1;1;1;1;0;1;0;1;1;0;1;1;85
761564397;0;0;1;0;1;0;0;0;0;0;1;0;0;1;80
761568202;0;0;0;1;1;0;1;0;0;0;0;0;0;1;35
761575506;0;0;0;1;0;0;0;0;0;0;0;1;0;1;25
761610997;1;1;1;1;1;1;1;1;1;0;1;1;1;1;85
761674108;1;1;1;1;1;1;1;1;1;1;1;1;1;1;70
761722669;1;1;1;1;1;0;0;0;0;1;1;1;1;1;70
761780613;1;1;0;1;1;1;0;1;0;0;1;1;0;0;95
761874505;1;0;1;1;1;0;0;1;0;0;0;0;0;1;85
761897089;1;1;1;1;1;0;1;0;0;0;1;0;1;1;95
761955563;1;1;1;1;1;1;1;1;1;1;1;1;1;1;95
761968851;1;1;1;1;1;1;1;1;1;1;1;1;0;1;95
761969038;1;1;1;1;1;1;1;1;1;1;1;0;0;1;80
761969692;1;1;1;1;0;1;1;1;1;0;1;1;0;0;85
762147609;1;1;0;1;1;1;0;0;0;1;0;0;0;0;90
762152527;1;1;0;1;1;1;1;1;1;0;1;0;0;0;85
762160164;1;1;1;1;1;1;0;1;0;1;1;1;0;1;95
762200179;1;1;0;1;1;0;0;0;0;1;0;0;0;1;40
762206044;1;1;1;1;1;1;0;0;0;1;0;0;0;0;85
762340819;1;1;1;1;1;1;1;1;1;1;1;1;1;1;95
762546428;1;1;1;1;0;1;0;1;0;1;1;0;1;1;95
762956953;1;1;0;1;1;0;0;1;0;1;1;1;0;0;85
763114850;1;1;1;1;1;1;0;1;0;0;0;0;0;1;90
763260610;1;1;1;1;1;1;1;1;1;1;1;1;0;1;70
763280007;1;1;1;1;0;1;1;1;1;0;1;1;1;1;95
763412406;1;1;1;1;1;1;1;1;1;1;1;1;1;1;90
763440871;1;1;0;1;1;1;1;1;0;1;1;1;1;1;95
763761219;1;0;0;0;0;1;0;0;0;1;0;1;0;0;25
764518567;1;1;0;1;1;0;0;1;0;0;1;0;0;0;45
764609985;1;1;1;1;1;1;1;1;0;1;1;1;0;1;65
764664283;1;1;0;1;1;1;0;0;0;1;1;0;0;1;85
764715911;1;1;1;1;1;1;1;1;1;0;1;1;1;1;90
765029945;1;1;1;1;1;1;0;0;1;0;1;1;1;1;95
765197039;1;1;1;0;1;1;0;1;0;1;1;0;0;1;90
765385479;1;1;1;1;1;1;1;1;1;1;1;1;1;1;95
765913191;1;1;1;1;1;1;1;1;0;1;1;1;0;1;85
765953146;1;1;1;1;1;1;1;1;1;1;1;1;0;1;70
765982381;1;1;0;1;1;1;1;1;1;1;1;1;1;1;85
766084411;1;1;1;1;1;1;0;1;0;0;1;0;0;1;90
766632016;1;1;1;1;1;0;0;0;1;1;0;0;0;0;90
766942310;1;1;0;1;1;1;0;1;0;1;1;0;0;1;80
767129999;1;1;1;1;0;1;1;1;1;0;1;0;0;1;95
769427494;1;1;1;1;1;1;1;1;1;1;1;1;0;1;90
769682854;1;1;0;0;0;0;0;0;0;0;0;0;0;0;15
769752554;1;1;0;1;0;0;1;0;1;0;1;0;0;1;65
769962236;1;1;1;1;1;1;1;1;1;0;1;1;0;1;95
769962328;1;1;1;1;1;1;1;1;1;1;1;1;0;1;85
770156173;1;1;0;1;1;1;0;0;0;1;0;0;0;1;65
770156851;1;1;1;1;1;1;1;1;0;1;1;0;0;0;
770221823;1;1;1;1;1;1;0;0;1;1;1;1;0;1;90
770376380;1;1;1;1;1;1;1;1;1;1;1;1;1;1;85
770581969;1;0;0;1;1;1;0;0;0;1;0;0;0;0;65
770877978;1;0;0;1;0;0;0;0;0;1;0;0;1;0;20
770938827;1;1;1;1;1;0;1;1;1;1;1;1;0;1;85
770945799;1;1;1;1;1;0;1;1;0;1;1;0;0;1;75
770956434;1;0;1;1;0;0;0;1;0;1;1;1;1;1;80
771254016;1;0;0;0;1;0;0;0;0;0;0;0;0;0;30
771406408;1;1;1;1;1;1;0;1;0;0;1;1;0;0;95
771546417;1;1;0;0;0;0;1;0;1;1;0;0;0;0;30
771655795;1;1;0;1;0;0;1;0;0;1;1;1;0;1;60
771879020;1;1;1;1;1;1;1;1;0;1;1;1;0;1;95
772836731;1;1;1;1;1;1;1;1;1;1;1;1;0;1;95
772947654;1;1;1;1;1;1;1;1;1;1;1;1;1;1;95
773520636;1;1;1;1;1;1;1;1;1;1;1;1;1;1;90
773650987;1;1;1;1;1;1;0;1;0;1;1;0;0;0;95
773748383;1;0;1;1;0;1;0;1;0;0;1;0;0;0;65
773937361;1;1;0;1;1;1;1;1;0;1;1;0;0;0;80
774007496;1;1;1;1;1;1;0;1;0;0;1;1;1;1;95
774145019;1;1;1;1;1;0;1;0;0;1;1;1;0;1;85
774637726;1;0;1;0;0;0;0;0;0;1;0;0;0;1;35
774904810;1;1;1;1;1;1;0;1;0;1;1;0;0;0;90
775448623;1;1;0;1;1;1;0;0;0;1;0;0;0;0;40
776049384;1;1;1;1;1;1;1;1;1;0;1;0;1;1;95
776126299;1;1;1;1;1;1;1;1;1;1;1;1;1;1;95
776345502;1;1;1;1;1;0;1;0;1;0;0;1;0;1;95
776368676;1;1;1;0;1;1;1;0;1;1;1;1;1;0;75
776373795;1;1;0;1;1;1;1;0;1;1;0;0;0;0;30
776385494;1;0;0;0;0;1;0;0;0;0;0;0;0;0;15
776535164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
776616374;1;1;1;1;1;1;0;1;1;1;1;1;1;1;80
777488669;1;1;1;0;1;1;1;1;0;1;1;0;0;0;
777720051;1;1;0;0;0;1;0;0;0;1;0;0;0;0;20
777785889;1;0;0;0;0;1;0;0;0;1;0;0;0;0;60
777869943;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10
778094905;1;1;1;1;1;1;0;1;0;1;1;1;0;1;85
778139122;1;1;1;0;1;1;0;0;0;1;1;0;1;0;30
778358096;1;0;1;0;0;1;0;0;0;1;1;0;1;1;70
778507244;1;1;1;1;0;1;0;0;0;1;0;0;0;1;70
778664280;1;0;0;1;1;1;1;1;0;1;1;0;0;1;75
778730964;1;1;1;1;1;1;0;1;1;0;1;1;0;1;85
779309765;1;1;1;1;1;0;0;1;1;0;0;0;1;1;95
779394730;1;1;0;1;0;1;0;0;1;0;1;0;0;0;90
780414700;0;1;1;0;0;1;1;0;0;1;1;0;1;0;75
780619695;1;1;1;1;1;1;1;1;1;1;1;1;1;1;95
780786973;1;1;1;1;1;1;0;0;1;1;0;1;0;0;15
780787440;1;0;0;0;0;0;0;0;0;1;0;0;0;0;15
781577820;1;1;0;1;1;0;1;0;0;0;0;0;0;0;30
781672902;1;1;1;1;1;1;1;1;0;1;1;0;1;1;95
781768042;1;1;1;1;1;1;0;1;0;1;1;0;0;1;85
781847297;1;1;0;1;1;0;0;0;0;0;0;0;0;1;20
782017101;1;1;0;1;1;1;1;1;0;1;1;0;0;0;90
782086447;1;1;1;1;1;1;1;1;1;1;1;1;1;1;85
782149032;1;1;1;1;1;1;0;1;0;0;1;1;1;1;95
782149225;1;1;1;1;1;1;1;1;1;1;1;1;0;1;95
782448403;1;1;0;1;1;0;0;1;0;1;1;0;0;1;80
783702663;1;1;1;1;1;1;1;1;0;1;1;0;1;1;85
783774960;1;1;1;1;1;1;0;1;0;0;1;1;0;1;95
784143418;1;1;1;0;1;1;0;0;1;1;0;0;0;1;90
784382409;1;1;1;1;1;1;0;0;0;0;1;0;1;0;85
785331076;1;1;1;1;1;1;0;1;1;0;1;0;0;1;50
785801366;1;1;1;1;1;1;1;1;1;1;1;1;0;1;95
786004130;0;0;1;0;1;0;0;0;0;0;0;0;0;1;20
786250729;1;1;0;1;1;0;0;0;0;1;0;0;0;1;85
786344683;1;1;0;1;1;1;0;1;0;1;0;0;0;0;85
786527921;1;1;1;1;1;1;1;1;1;1;1;0;0;1;95
786731884;1;1;0;1;1;1;1;0;0;0;1;0;0;0;90
786919720;1;1;1;1;1;0;1;0;0;1;1;1;0;1;95
787002327;1;1;1;1;1;1;1;1;0;1;1;1;1;0;95
787085939;1;1;1;1;1;0;0;0;0;1;0;0;0;1;65
787142429;1;0;0;0;1;0;0;0;0;1;0;0;1;0;30
787529309;0;1;0;1;1;0;0;0;0;1;1;0;1;1;85
787668628;1;1;0;1;1;1;1;1;0;1;1;1;0;1;95
787730392;1;1;1;1;1;0;0;1;0;0;1;1;0;1;85
787759779;1;1;0;1;1;0;0;1;0;0;1;1;0;1;95
787955075;1;1;0;1;1;0;0;0;0;1;0;0;0;0;60
787966255;1;1;1;1;1;1;0;0;0;1;1;0;0;0;70
788056108;1;1;1;1;1;1;1;1;1;1;1;1;1;1;95
788173482;1;1;1;1;1;1;1;1;1;1;1;1;1;1;95
788271400;1;1;1;1;0;0;0;0;0;0;1;0;0;1;85
788273361;1;1;1;1;1;0;0;0;0;1;1;0;1;1;85
788626289;1;1;0;1;1;0;0;0;0;0;1;0;1;1;85
788726416;1;1;1;1;1;1;1;1;1;1;1;1;1;1;90
788816478;1;1;1;1;1;1;0;0;0;1;1;0;0;1;85
788847916;0;1;0;1;1;0;0;0;0;1;1;0;1;1;85
788900262;1;1;0;1;1;1;0;1;0;1;1;1;0;1;95
789121265;1;1;1;1;1;0;0;0;0;1;1;0;0;1;85
789121798;1;1;1;1;1;1;1;1;0;0;1;1;0;0;85
789370909;1;1;0;1;1;1;0;0;0;0;1;1;0;1;85
789370998;1;1;0;1;1;1;0;0;1;1;1;1;1;1;85
789454337;1;1;1;1;1;1;0;1;1;1;1;0;0;1;70
789512681;1;1;1;1;1;1;1;1;1;1;1;1;0;1;95
789615291;1;1;1;1;1;1;1;1;0;0;1;0;0;1;95
789753303;1;0;0;1;1;0;0;0;0;1;0;0;0;1;40
790266787;1;1;1;1;1;1;1;0;0;1;1;1;0;1;90
790483991;1;1;0;1;1;1;1;0;0;1;1;0;0;0;90
790499380;1;1;1;1;1;0;1;0;0;0;1;0;0;1;95
790665855;1;1;1;1;1;1;1;1;1;1;1;1;1;0;95
790666929;1;1;1;1;1;1;0;1;1;0;1;1;1;1;95
790667730;1;1;1;1;1;1;1;0;0;0;1;1;1;1;85
790677230;1;1;1;1;1;1;1;1;1;1;1;1;1;1;85
790720480;1;1;1;1;0;1;1;0;1;0;1;0;0;1;95
790720714;1;1;1;1;1;0;0;0;0;0;0;0;0;1;95
790777028;1;1;1;1;1;1;0;1;0;1;1;1;0;1;90
793467906;1;1;0;1;1;1;1;1;1;0;1;1;0;1;95
793534424;1;1;1;1;1;1;1;0;0;1;1;0;0;1;95
793921939;1;1;1;1;1;1;1;1;1;1;1;1;0;1;90
794141509;1;1;1;1;1;1;1;1;1;1;1;1;1;1;95
794344513;1;1;1;1;1;1;1;1;1;1;1;1;1;1;85
795079843;1;0;0;0;0;0;0;0;0;0;0;0;0;1;15
795379208;0;0;1;1;1;1;0;0;0;0;0;0;0;1;30
795689901;1;1;1;1;1;1;1;0;1;0;0;0;0;0;80
795691173;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10
795693029;1;1;1;1;0;1;1;1;1;0;1;0;0;0;70
795703371;1;1;1;1;0;1;1;1;1;1;1;1;0;1;95
798244842;1;1;1;1;1;1;1;1;1;1;1;1;1;1;90
832908730;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5
832908905;0;0;0;1;1;0;1;0;0;0;0;0;0;0;15
832908978;1;1;0;0;1;0;0;0;1;0;0;0;0;0;30
832910505;1;1;1;1;1;1;1;1;1;0;1;1;0;1;95
832913316;1;0;1;0;1;1;1;0;1;1;1;0;1;0;30
832913653;0;0;1;0;0;0;1;0;1;1;0;0;0;0;15
832916492;0;0;1;0;0;0;0;0;1;1;0;0;0;0;15
832916508;1;0;0;0;1;1;0;0;1;0;0;0;0;0;40
832917532;1;0;0;0;1;1;1;0;0;0;1;0;0;1;30
832917778;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5
999000124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
999000125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
